Token,Item Name,Description,Category,SKU,Variation Name,Price,Option Name 1,Option Value 1,Default Unit Cost,Default Vendor Name,Default Vendor Code,Current Quantity r a u l Retail,New Quantity r a u l Retail,Stock Alert Enabled r a u l Retail,Stock Alert Count r a u l Retail,Tax - NY Sales Tax (8.875%)
TB5AAG6FRL5OBNK7BVOU4775,Dotted Hanging Candle Holder,Glass Hanging Candle Holder Clear 4 H x 2 W,"Candle Holders, Hanging",,Regular,8.00,,,,,,46,,,,Y
X326UP72H43QSEQF4X62L2SQ,Dove Tufted Bench,Fabric Bench White 26 H x 23.5 W x 121 L,Benches,,Regular,890.00,,,,,,6,,,,Y
EFJU3XUSCFQQJRDNRRS5JSZN,Dover Planter,Grey Cement Planter with Saucer,,,Regular,119.00,,,,,,,,,,Y
X4QE2F2ID32G7CRLVUGJ2IIR,Draco Silver Bowl,Metal Footed Bowl Silver 6.25 H x 7.5 W,"Bowls, Footed",,Regular,variable,,,10.00,,,,,,,Y
IR2A6PGEG2IXAG4VDON5IYZW,Dried Palm,,Floral,,Small,10.00,,,,,,9989,,,,Y
M2OOWP5L47QNW7MU5KD5MLDD,Dried Palm,,Floral,,Medium,15.00,,,,,,10000,,,,Y
H4GILBVJI3KIRAMYHRJYCYFU,Duccio Glass Bowl,Glass Footed Bowl Gold 7 H x 8 W,"Bowls, Footed",,Regular,30.00,,,22.00,,,,,,,Y
HK363IXEQKQVF7MU6VNAU5K3,Dusk Goblet,Glassware Blue 7 H x 3.25 W,Glassware,,Regular,12.00,,,,,,17,,,,Y
CYSJCU32ZJD7RMXCB7RMLML4,Dyed Carnation,,Floral,,White,2.00,,,,,,9980,,,,Y
ACKUF5KATFI7MDEHPWLOXSBO,Dyed Carnation,,Floral,,Pink,2.00,,,,,,9900,,,,Y
T6T74VFP35EHMSHPUNCPMZGH,Dyed Carnation,,Floral,,Red,2.00,,,,,,9989,,,,Y
2FEFG4VFNNOM7UZQY4BU2ECL,Dyed Carnation,,Floral,,Purple,2.00,,,,,,10000,,,,Y
PQRMCUOFOYZPNLGD3SWHPI2P,Dyed Carnation,,Floral,,Blue,2.00,,,,,,9976,,,,Y
PDBS6KKKVPSX4COMARTYEOWA,Dyed Rose,,Floral,,Rainbow,3.00,,,,,,9692,,,,Y
K2N4TGGBM35HKOZPDAQLKFOH,Dyed Rose,,Floral,,Orange / White,3.00,,,,,,9939,,,,Y
DGHTYLIKHLKNNQSXICZ34XYS,Dyed Rose,,Floral,,Pink / White,3.00,,,,,,9868,,,,Y
2F3BAQY2TOSDMMI6X2FAM4DO,Dyed Rose,,Floral,,Blue / White,3.00,,,,,,9952,,,,Y
HNRO2HPIFJK7WOEI2BCLDWU4,Dyed Rose,,Floral,,Red / Black,3.00,,,,,,9905,,,,Y
5QSXTO5G75ODRE7FBUW2ANT6,Dyed Rose,,Floral,,Blue / Red,3.00,,,,,,9967,,,,Y
OHTMTDJQH6LACJSR623N6DM6,Dyed Rose,,Floral,,Purple / White,3.00,,,,,,,,,,Y
LCRG7ZRUUDVJHDTXO34KN2GS,Dyed Rose,,Floral,,Yellow / Pink,3.00,,,,,,,,,,Y
3D2M4DSJJI2EBKHZQQGNNRFP,Dyed Rose,,Floral,,Yellow / Red / Blue,3.00,,,,,,,,,,Y
5LUECYXKN7K54VMO3BPV7WYN,Dyed Rose,,Floral,,Purple / Pink / White,3.00,,,,,,,,,,Y
OLH4FKQBZZRZNAQXH3SJODZI,Dyed Rose,,Floral,,Black,3.00,,,,,,9999,,,,Y
JW4E7XNEZ4QNYPWNSTMYJ3DZ,Dyed Rose,,Floral,,Confetti,3.00,,,,,,9999,,,,Y
T2PZBXBYIHQE2SL7ZDWEOMAP,Dyed Rose,,Floral,,Blue,3.00,,,,,,9984,,,,Y
OYIKRT6TMK5F4NPUZ5Y6BTBX,Dyed Rose,,Floral,,Purple,3.00,,,,,,9969,,,,Y
HV4IKUV6IDZRGMSVDI24N5XQ,Eclipse Bowl,Metal Bowl Black/Gold 2.5 H x 3.5 W,Bowls,,Regular,12.00,,,,,,170,,,,Y
IA2BC7KACOUQ3JUNX5EEIX3V,Edged Glass Tealight,"Large Beige Edged Glass Tealight 3.5""H x 3""W
Small Beige Edged Glass Tealight 3""H x 2.5""W",Candle Holders,,Large,35.00,,,,,,8,,,,Y
BDL4U525L4VMJRGPYPNQE4VQ,Edged Glass Tealight,,Candle Holders,,Small,30.00,,,,,,11,,,,Y
3JKGDHUSBMMXBYZH4SB2VYAW,Eggshell Cashpot,Ceramic Cashpot White 5 H x 6 W,Cashpots,,Regular,variable,,,10.00,,,,,,,Y
WXSVGZAAN74STPVULR4QD4GG,EJ Candlestick,Glass/Metal Candlestick Clear/Silver 16 H x 1 W,Candlesticks,,Regular,variable,,,105.00,,,,,,,Y
AUMMRDIZ7TQA3EZOZW6UHXYY,Elephant Ear Leaf,,Floral,,Small,5.00,,,,,,9999,,,,Y
MZ67FKOQEECGZRYZ7DODPBVI,Elephant Ear Leaf,,Floral,,Medium,10.00,,,,,,9998,,,,Y
BNFJKTVL2TT57YAMHCVPTC7Z,Elephant Ear Leaf,,Floral,,Large,15.00,,,,,,9993,,,,Y
KXZVRJTDUFINNT4KDNE4M6CU,Elephant Ear Leaf,,Floral,,Extra Large,20.00,,,,,,9999,,,,Y
UD2V5CILNROGEY6F7LDJRRWM,Ellery Side Table,,Tables,,Regular,800.00,,,320.00,Made Goods,,1,,,,Y
6CZX2OQKTKLWIG7ZKFU3HLD6,Elysia Coral Pot,"White Glazed Ceramic Pot 20"" x 11"" x 12""",Cashpots,,Regular,75.00,,,,,,0,,,,Y
BRBTJHJVZAYHYMMB4P5B4ZX4,Elysia Coral Statue,"White Glazed Cermamic Statue 14"" x 14"" x 15""",Statues,,Regular,98.00,,,,,,2,,,,Y
SUHQMLL5673ESMEGTHHRTJM5,Emerald Highball,Glassware Green 5.25 H x 3.25 W,Glassware,,Regular,10.00,,,,,,-5,,,,Y
JK4C6EKRGJ76K37CKTJEHQ3G,Emerald Pitcher,Glassware Green 9.5 H x 4.5 W x 8 L,Glassware,,Regular,24.00,,,,,,2,,,,Y
BYXUVRZT7J2ZT6TB4VKV447M,Emerald Shot Glass,Glassware Green 4.75 H x 1.5 W,Glassware,,Regular,8.00,,,,,,4,,,,Y
S3BSALUTTH67SHJD5GGO57DV,Emerald Tumbler,Glassware Green 4.25 H x 3.5 W,Glassware,,Regular,10.00,,,,,,0,,,,Y
EEI24O3HFBWDNZEVZUJBTJAY,Emerald Votive,Glass Votive Green 2.25 H x 2.25 W,Votives,,Regular,6.00,,,,,,0,,,,Y
V2C7HFHMX3IGZLH2PBFSWYYW,Emilia Sphere Vase,"8"" H",Vases,,Regular,12.00,,,,,,92,,,,Y
G6YBX5MWTJWZF24TWBWGKW7U,English Ivy,,Plant,,,150.00,,,,,,10000,,,,Y
7QWPOSWSCA2PQH6M4W7XH6K6,English Planter Terra Cotta,"Terra Cotta Cashpot Moss 14 .4 H x 14 W
Terra Cotta Cashpot Moss 15 H x 18 W",Cashpots,,Large,65.00,,,,,,3,,,,Y
3MO6CC2YKVWXZF4NRS2F66ZB,English Planter Terra Cotta,,Cashpots,,Extra Large,80.00,,,,,,,,,,Y
BRFAS2UAW7LGGNMZEFRCTMKG,Evening Goblet,Glassware Purple 7 H x 3.25 W,Glassware,,Regular,12.00,,,,,,396,,,,Y
VA5JRFKMTT5RUC37P2DRD4AW,Evening Highball,Glassware Purple 5.5 H x 3.25 W,Glassware,,Regular,10.00,,,,,,105,,,,Y
2E2HBF72CBU6NU2CD757K3Z7,Evening Tumbler,Glassware Purple 3.5 H x 3.5 W,Glassware,,Regular,8.00,,,,,,382,,,,Y
IEGGGMZUHO3UBVPDSARE3WXN,Event Floral Arrangement,,Floral,,Small,variable,,,,,,,,,,Y
HC33L3TKCERMQEKTDWMAEH4D,Event Floral Arrangement,,Floral,,Medium,variable,,,,,,,,,,Y
HKQZCZPB2WT4QIYA2OIOHKOH,Event Floral Arrangement,,Floral,,Large,variable,,,,,,,,,,Y
EYAWPBF4ESHSFVOSLAP7FSPD,Event Plant,,Plant,,Small,variable,,,,,,,,,,Y
VZ4FF5PEFC65HAZJS4OAWZQM,Event Plant,,Plant,,Medium,variable,,,,,,,,,,Y
MQ5KO5H7NGUBV2UG6EADICVV,Event Plant,,Plant,,Large,variable,,,,,,,,,,Y
5TJ3JGSKLWJ23DRLE7FI45I7,Exploding Rose Dinner Plate 1,Ceramic Dinnerware Floral Print 11.25 W x 11.25 L,Dinnerware,,Regular,11.00,,,,,,89,,,,Y
4466VM5MRPWK5XYBRSABSSR7,Exploding Rose Dinner Plate 2,Ceramic Dinnerware Floral Print 11.25 W x 11.25 L,Dinnerware,,Regular,11.00,,,,,,100,,,,Y
4AHLO3ZA5AJSYCLJKYR5BA7D,Exploding Rose Dinner Plate 3,Ceramic Dinnerware Floral Print 11.25 W x 11.25 L,Dinnerware,,Regular,11.00,,,,,,102,,,,Y
UC5BCDEOWK6B6P3FKI6Q7SQD,Exploding Rose Dinner Plate 4,Ceramic Dinnerware Floral Print 11.25 W x 11.25 L,Dinnerware,,Regular,11.00,,,,,,95,,,,Y
CYK5VTSMDSXYEWZYF6SRSRSN,Exploding Rose Dinner Plate 5,Ceramic Dinnerware Floral Print 11.25 W x 11.25 L,Dinnerware,,Regular,11.00,,,,,,99,,,,Y
XIK7GTNRJH46LWT3KEZLCF5D,Eyelet Candle Holder,Glass Candle Holder 4.25 H x 3 W,Candle Holders,,Aqua,18.00,,,3.02,Werner Voß,,112,,,,Y
Q24G5CNZXJXZGIKXWTHCPMXS,Eyelet Candle Holder,,Candle Holders,,Grey,18.00,,,3.02,Werner Voß,,96,,,,Y
2GTOMVYKMZUHSXDCGEYD2VHJ,Eyelet Candle Holder,,Candle Holders,,Olive,18.00,,,3.02,Werner Voß,,118,,,,Y
Y6756QHXFPMVRUGVNCEVBX6C,Faux Blue Leather Frame,Faux Blue Leather Frame 5x7 FR3300,Frames,,Regular,45.00,,,,,,0,,,,Y
6FT5ITEBGY4GE7W3KHQW45GG,Faux Grey Leather Frame,Faux Grey Leather Frame 5x7 FR3308,Frames,,Regular,45.00,,,,,,0,,,,Y
3RSP7WXB62FPHV7C4M7B6GUL,Faux Snake Natural Frame,Faux Snake Natural Frame 8x10 FR1199,Frames,FR1199,8x10,86.00,,,,,,1,,,,Y
3CPRDB3HVUQTBJFU5DJJ3DGU,Faux Snake Natural Frame,,Frames,,5x7,70.00,,,,,,0,,,,Y
7JYASNCSOFPQ3MYNTRRPLGT2,Faux Snake Natural Frame,,Frames,,4x6,62.00,,,,,,0,,,,Y
DRIKVGFC6QTLLZK474JJOIUQ,Faux Snake Natural Round Alarm Clock,Faux Snake Natural Silver Clock 4.5x4.5 FR5508,Clocks,,Regular,55.00,,,,,,1,,,,Y
QLS6WMBNZBINE7UTVSB3KETV,Faux Snake Natural Square Alarm Clock,Faux Snake Natural Clock 3.25x3.25 FR1010,Clocks,FR1010,Regular,65.00,,,,,,1,,,,Y
TJW6A6OVEKNBNNY3OIP73PZ6,Faux Snake Orange Frame,Faux Snake Orange Frame 5x7 FR1209,Frames,,5x7,70.00,,,,,,,,,,Y
A6RPEWWPL32DMJ4W2KBNQAWG,Faux Snake Orange Frame,,Frames,,4x6,62.00,,,,,,,,,,Y
QKENWKFLPZDLMKNGLWKZNOLI,Fiber Clay Base Large,,Pillars,,Light,225.00,,,142.47,Werner Voß,,,,,,Y
XSJK3TLIQ4NWT7JLRTO5R7FR,Fiber Clay Base Medium,,Pillars,,Light,150.00,,,142.47,Werner Voß,,,,,,Y
7I62NLAP2TCR4KY5INGY5VXC,Fiber Clay Base Small,,Pillars,,Light,85.00,,,142.47,Werner Voß,,,,,,Y
W3QW5V3QEBYJIDAITJQEBMC7,Fiber Clay Pot Large,,Cashpots,,Light,150.00,,,62.69,Werner Voß,,,,,,Y
L6I25OK4JEZAERWL6CGSF2TW,Fiber Clay Pot Large,,Cashpots,,Dark,150.00,,,62.69,Werner Voß,,,,,,Y
G3EJ6DVZNQ636BG5YAXJEQNT,Fiber Clay Pot Medium,,Cashpots,,Light,90.00,,,62.69,Werner Voß,,,,,,Y
3BIZNB7OCWP3J47UJEZY2P24,Fiber Clay Pot Medium,,Cashpots,,Dark,90.00,,,62.69,Werner Voß,,,,,,Y
Z62K2GEO6UFXKOEX4X2EKFU3,Fiber Clay Pot Small,,Cashpots,,Light,60.00,,,62.69,Werner Voß,,,,,,Y
Y2PM7M5P4MKLBQBCBADNCWHK,Fiber Clay Pot Small,,Cashpots,,Dark,60.00,,,62.69,,,,,,,Y
FFQVOJZAY4U4VIQO2FU2IL2M,Fiddle Leaf Tree,,Plant,,Small,1450.00,,,,,,-2,,,,Y
IRW6AHMXQ5R2VMQULVE45MWG,Fiddle Leaf Tree,,Plant,,Large,1700.00,,,,,,1,,,,Y
E77RHZUX5Z2BRETPPKOINXRH,Fiddle Leaf Tree,,Plant,,Customer Order,variable,,,,,,99998,,,,Y
BOH3ZRSX5SMHFU76UNZN3YJS,Field Cashpot,Ceramic Cashpot Terracotta 21 H x 22 W,Cashpots,,Regular,variable,,,36.00,,,,,,,Y
SEBK4S3BVNNRA7E7XFS3KJJX,Fingertip Footed Vase,Metal Footed Vase Silver 6.25 H x 2.5 W,"Vases, Footed",,Regular,9.00,,,,,,40,,,,Y
JMYGSAQRGGI2UN7LSEWUCDYC,Fish Candle,,Candlelight,,Large,25.00,,,,,,3,,,,Y
NQAPPQ52DLBPI65XWGPMGCMN,Fish Candle,,Candlelight,,Small,20.00,,,,,,5,,,,Y
QQYT7C3ZZHU7GW2HCNV2LEKQ,Fishbowl Vase,Glass Vase Clear 6 H x 5 W,Vases,,Regular,15.00,,,5.50,Jamali Garden,,,,,,Y
XVIBIX7OFUGHLLHO3GGSEPRD,Fishhook Succulent,,Plant,,Regular,80.00,,,,,,10000,,,,Y
GWKUPI7J6RAGA7HCCFGKT2WK,Fishscale Wooden Bowl,"Acacia Wood and Enamel Bowl Brown
Food Safe
Hand Wash Only",Bowls,,Extra Small,7.00,,,,,,,,,,Y
QKVFYXGATZRV6OXMCQAQRGI7,Fishscale Wooden Bowl,,Bowls,,Small,27.00,,,,,,-8,,,,Y
BBQ5JPAT6MTB5UX27SQDBR6O,Fishscale Wooden Bowl,,Bowls,,Medium,36.00,,,,,,,,,,Y
TPYP7MHKK4NYEE4LLSMVDJVS,Fishscale Wooden Bowl,,Bowls,,Large,35.00,,,,,,,,,,Y
5ENA2AOMA6AYSEDK5KVTW3CO,Flamingo Statue,Shiny Gold Iron Decorative Statue,Statues,,Bending,170.00,,,,,,1,,,,Y
LZT24AVIZLPNR63WKN5ZHUBI,Flamingo Statue,,Statues,,Standing,196.00,,,,,,2,,,,Y
UIZZVZWGB337UWRA2H7M4KFU,Flat Cylinder Vase,Glass Vase Clear 2 H x 12 W,Vases,,Regular,32.00,,,5.99,,,59,,,,Y
JV3CTZQSKQXXYUKQH76XNS4S,Flex Tray & Stand,"13” L x 13” W (Tray)
18” L x 18” W x 17” H (Stand)",Tables,,Enamel,108.00,,,,,,5,,,,Y
N2E7WHEGMBMPTH5MRCHLW3FL,Flex Tray & Stand,,Tables,,Mirrored,132.00,,,,,,4,,,,Y
43G2DHZ3N6JJK4Z2MVBACVFY,Floating Lantern,Paper Lantern White 10 H x 5.5 W,Lanterns,,Regular,3.00,,,1.00,,,30,,,,Y
ID55OSV44WVAZOFRPRLN4UUU,Floral Arrangement,Seasonal floral designed by Raúl Avila,Floral,,Small,variable,,,,,,,,,,Y
TDNPIHZCB2MS4R4P7QMUTIJ5,Floral Arrangement,,Floral,,Medium,variable,,,,,,,,,,Y
ZUNHHINW52BDY4DQ4HA632GH,Floral Arrangement,,Floral,,Large,variable,,,,,,,,,,Y
PTIHBSDRW63LGDJSWSKZB627,Floral Bouquet - Customer Order,,Floral,,Small,variable,,,,,,,,,,Y
QH2R5OSQBYH7ODI3YIGHDMGO,Floral Bouquet - Customer Order,,Floral,,Medium,variable,,,,,,,,,,Y
DFEMWGKMO43GSFI6KKIEYNQS,Floral Bouquet - Customer Order,,Floral,,Large,variable,,,,,,,,,,Y
GFYUGLEU2BTXHMWBA2YJ45ZX,Floral Candle,,Candlelight,,Regular,28.00,,,,,,5,,,,Y
JVPPSMVOP7QJO2QIGOTTMTNS,Floral Decal Cashpot,Ceramic Cashpot Blue/White 9 H x 10 W,Cashpots,,Regular,39.00,,,,,,1,,,,Y
NQWQELNLD5YCHHE4TM46XNGJ,Floral Wooden Bowl,"Acacia Wood and Enamel Bowl Brown
Food Safe
Hand Wash Only",Bowls,,Extra Small,18.00,,,,,,,,,,Y
AMHWVZHZPFY7WFMSOLJX54GY,Floral Wooden Bowl,,Bowls,,Small,27.00,,,,,,,,,,Y
XA2ASESHTPVUJXN3E7NXSC6W,Floral Wooden Bowl,,Bowls,,Medium,36.00,,,,,,,,,,Y
PKFJM4WMWEO3HJD3HTUUQSB5,Floral Wooden Bowl,,Bowls,,Large,45.00,,,,,,,,,,Y
4P6T2ZVQSWRDDLEX7BUZCHPY,Footed Bird Vase,"Decorative Vase 6""H x 6""W",Footed Vases,,Regular,48.00,,,,,,7,,,,Y
LSDP4ZVGV44MIWEBQIMBC4PS,Footed Bud Vase,Metal Footed Vase Silver 7.75 H x 1 W,"Vases, Footed",,Regular,8.00,,,,,,-5,,,,Y
L37YYZQMXZQQK44E7V7F5PSD,Footed Candle Holder,Glass Candle Holder Clear 3.5 H x 3 W,Candle Holders,,Regular,10.00,,,3.00,,,17,,,,Y
WUC3GWHGC7IXLN2XQHKNCOCQ,Forever Roses,,,,Small,3.00,,,,,,,,,,Y
C7HT2AWL7X5QUK2DPI3FF3HJ,Forever Roses,,,,Large,5.00,,,,,,,,,,Y
APYUIPULNK2X67EDQJPUP4YK,Fossil Cashpot,Ceramic Cashpot White 5 H x 10 W,Cashpots,,Regular,38.00,,,,,,1,,,,Y
B5JLODTVB3YQSNHXPBJOBIWL,Fossil Vase Large,Ceramic Vase White 4 H x 5 W,Vases,,Regular,18.00,,,,,,59,,,,Y
MH5II4I347E374AANDVDD6CJ,Fossil Vase Small,Ceramic Vase White 3 H x 3 W,Vases,,Regular,12.00,,,,,,91,,,,Y
G6PUCD5JQ2VGZ5TT7OLVQYZR,Freesia,,Floral,,White,2.50,,,,,,9852,,,,Y
L7COLNZULUEUOTLDUGN22V4L,Freesia,,Floral,,Yellow,2.50,,,,,,9929,,,,Y
MYMPY37SVTEGGIPOGR7USN7K,Freesia,,Floral,,Pink,2.50,,,,,,9997,,,,Y
PEVZCVV2BRSRCKKMYF3FTKAH,Freesia,,Floral,,Purple,2.50,,,,,,9972,,,,Y
Z7TKNBLNYVSL4LE3SIA6ATT7,Freesia,,Floral,,Red,2.50,,,,,,9994,,,,Y
FFR3YJBCSVGVYFMMIIGLWG5V,Freesia,,Floral,,Orange,2.50,,,,,,9992,,,,Y
QFY63OBK7RKK7YAGZK6SZ54W,Fur Tray,,Trays,,Small,260.00,,,280.00,Made Goods,,2,,,,Y
NYYMTTLC364AWXF5LAQCTKQ6,Fur Tray,,Trays,,Large,440.00,,,280.00,Made Goods,,3,,,,Y
J35RFOPQ7JQPYKLUIRD3DCDW,Gala Urn,,Urns,,Regular,variable,,,,,,,,,,Y
B325CZPIO5YCZ7WGWGGVNNEJ,Garden Cashpot,Ceramic Cashpot Brown 6 H x 5 W,Cashpots,,Regular,variable,,,5.00,,,,,,,Y
HUJASSGKJEKUFSGFFWN73WN2,Garden Rose,,Floral,,White,3.00,,,,,,9681,,,,Y
XBPSOPMAYFH7QDAVXK7T6KPW,Garden Rose,,Floral,,Light Pink,3.00,,,,,,9635,,,,Y
O7O4LNDXZOAN3NT6AFHTDTA6,Garden Rose,,Floral,,Red,3.00,,,,,,9363,,,,Y
5ZMXPJNPIPF3A635SV2A66G6,Garden Rose,,Floral,,Bright Pink,3.00,,,,,,9932,,,,Y
2QSU4TVAW74WFEQPFKTVEINE,Garden Rose,,Floral,,Yellow,3.00,,,,,,9825,,,,Y
5F7TICVQRL25B2DYYC5NQBRY,Garden Rose,,Floral,,Peach,3.00,,,,,,9920,,,,Y
IPCRKXIY3FI5QVKN3YAIV3IX,Garden Rose,,Floral,,Orange,3.00,,,,,,9961,,,,Y
LGMOI2L6FJS2QPFXGX6LV4MU,Garden Rose,,Floral,,Cream,3.00,,,,,,9991,,,,Y
2OOR7ZDGAEF36OF4TVMMD2YV,Gardenia Tree,,Plant,,Regular,1000.00,,,,,,10000,,,,Y
KPFYNCCPVZGFW2NFACOHHQRV,Gardenia Tree,,Plant,,Customer Order,variable,,,,,,10000,,,,Y
PHIA2GJSIPQ346XIO7BJQSLD,Garland Bud Vase,"Ceramic Bud Vase White
6 H x 2.5 W","Vases, Footed",,Regular,19.00,,,,Juliska,,-5,,,,Y
RW6JOQRKVF46MSOSSU6F6MKX,Garland Cashpot,,Cashpots,,Regular,32.00,,,,,,0,,,,Y
M7YIERLZB5RYICZFQQHF6BEQ,Garland Pitcher Large,"Ceramic Pitcher White
7 H x 4.5 W x 8 L",Pitchers,,Regular,45.00,,,,Juliska,,1,,,,Y
2C7B2BW7FNW3JS4MARSRBLOX,Garland Pitcher Small,Ceramic Pitcher White,Pitchers,,Regular,35.00,,,,,,33,,,,Y
BFAMBPZNPOTJG4YL52VXW3VD,Garland Vase,Ceramic Vase White,Vases,,Regular,24.00,,,,,,7,,,,Y
4HK6HKOM3NSX4QFXMNXLGNON,Geometric Prism Bud Vase,Crystal Bud Vase Clear 4.5 H x 2 W,Bud Vases,,Regular,15.00,,,,,,-2,,,,Y
KO2PHFDFXPBPNYKINQ5MOP5H,Geometric Wooden Bowl,"Acacia Wood and Enamel Bowl Brown
Food Safe
Hand Wash Only",Bowls,,Extra Small,18.00,,,,,,,,,,Y
PZVQXSZZCS7KVP3R5T245OF3,Geometric Wooden Bowl,,Bowls,,Small,27.00,,,,,,,,,,Y
5W6CMJV67VJ6WVZTELX3L3OU,Geometric Wooden Bowl,,Bowls,,Medium,36.00,,,,,,,,,,Y
B3FFL3CZQXS5EXAPBIMNPFA2,Geometric Wooden Bowl,,Bowls,,Large,45.00,,,,,,,,,,Y
KIPQO2GAA2334L65HWB635PR,Gerbera,,Floral,,Pink,2.00,,,,,,9985,,,,Y
GRMQEW5AFLRXYKGVN4NY5SLV,Gerbera,,Floral,,Yellow,2.00,,,,,,9980,,,,Y
37JFE7TB7HI64AZRKL5ARLRU,Gerbera,,Floral,,Cream,2.00,,,,,,10000,,,,Y
JH7YEI4D7B5LYPY2IQITY7VF,Gilded Footed Vase,Glass Footed Vase Silver 5 H x 6 W,"Vases, Footed",,Regular,32.00,,,,,,46,,,,Y
Z5GERYRH7NS55ANU62ORFN4M,Gio 'Fred Anthony',"Oil on Canvas. 2019
20"" x 24""",Wall Art,,Regular,1000.00,,,,,,1,,,,Y
PRRXBOUHYOQ3EHKE3XDFY4XM,Gio 'Hobart',"Oil on Canvas. 2018
36"" x 30""",Wall Art,,Regular,1200.00,,,,,,1,,,,Y
V42554HC37KZEXZJHQQB2FEQ,Gio 'Really Love',,Wall Art,,Regular,2400.00,,,,,,1,,,,Y
XBZCAXKMPKT4EVGYBVXW44YO,Gio 'Zoe',"Acrylic, aerosol, oil, polyurethane, and wallpaper on wood panel. 2017
46"" x 69""",Wall Art,,Regular,1600.00,,,,,,1,,,,Y
NCG4XXZN2TVSAVGO2ZHI6CM6,Glass Cake Stand Large,Glass Decorative Object Clear 4.5 H x 9 W,Cake Stands,,Regular,22.00,,,,,,5,,,,Y
FSWURPH7BTLC4OKPCR3SDOSW,Glass Cake Stand Small,Glass Decorative Object Clear 3.5 H x 7 W,Cake Stands,,Regular,19.00,,,,,,-8,,,,Y
N4TZGEXWLODAXPCLOO6FVERD,Glass Candlestick Holder,"Glass Candlestick Holder Clear
3 H x 3 W",Candlesticks,,Regular,12.00,,,,,,1,,,,Y
OZVAVEK26ZN4EEXVHTU4F3QN,Glass Ceramic Cylinder Vase,"5"" H x 5"" W",Vases,,Regular,7.00,,,,,,136,,,,Y
F34B53CEHRWNRHHVGRNJDJ23,Glass Chandelier,"Small Clear Glass Candle Holder Small 11""H 
Medium Clear Glass Candle Holder 16""H
Large Clear Glass Candle Holder 18""H",Candle Holders,,Small,34.00,,,,,,12,,,,Y
W3JPAM2KGVXWMBJHEUFHWRHA,Glass Chandelier,,Candle Holders,,Medium,45.00,,,,,,12,,,,Y
3SAZPIEDQA5JBKU4CL5AYJRC,Glass Chandelier,,Candle Holders,,Large,55.00,,,,,,12,,,,Y
PZL4WA3ISWQLLYRWMM6BJKZP,Glass Chandelier,,Candle Holders,,Set of 3,variable,,,135.00,,,,,,,Y
D7VOSEHIROVVQBCS2FT2HLCR,Glass Vine Vase,Glass Vase Clear 11.75 H x 7.5,"Vases, Footed",,Regular,26.00,,,,,,-1,,,,Y
OA6BJXQOHS5B5L64HXHWRSIQ,Glazed Ribbed Vase,Ceramic Vase Green/Grey 27 H x 14 W,Vases,,Regular,variable,,,195.00,,,,,,,Y
5HGIQU26Z52POQGHBRIITRRS,Globe Vase,Glass Vase Clear 10.5 H x 7.5 W,Vases,,Regular,39.00,,,14.99,,,12,,,,Y
OI2BUIBVFVODWGKWPUQ7X7L2,Globosa,,Floral,,Regular,1.00,,,,,,9972,,,,Y
2DRNFCULWIECJBUFHPDB5D2W,Goblet Footed Vase,Metal Footed Vase Silver 25.75 H x 10.5 W,"Vases, Footed",,Regular,variable,,,25.00,,,2,,,,Y
AB3YCTLMPLPOJZCIKQQFTVMN,Gold Blue Alarm Clock,Gold Blue Alarm Clock 4.5x4.5 FR5610,Clocks,,Regular,55.00,,,,,,0,,,,Y
33FRVMK2KVXLQB2ZK5WQOHWX,Gold Blue Frames,Gold Blue Frame 5x7 FR1360,Frames,,5x7,65.00,,,,,,0,,,,Y
R3GM2NK6BASAZNB2P2R5TUNZ,Gold Blue Frames,,Frames,,4x6,45.00,,,,,,0,,,,Y
YQ2PYDNCWMX2EF7X7OVHLCGT,Gold Blue Frames,,Frames,FR3500,2x3,48.00,,,,,,1,,,,Y
76FTHVOTGEUZUODBFGDLHYRD,Gold Cylinder Vase,Metal Vase Gold 6 H x 5.5 W,Vases,,Regular,25.00,,,,,,16,,,,Y
C233DF7FMELR7JNET4SHELXO,Gold Dash Tray,,Trays,,Small,190.00,,,,Made Goods,,2,,,,Y
XI7DY734KVTEF3VEKDPM5RS4,Gold Dash Tray,,Trays,,Large,390.00,,,,Made Goods,,1,,,,Y
76PGUC4S6Y2UIOVPI4IYAVD4,Gold Dash Tray,,Trays,,Set,490.00,,,,,,,,,,Y
PVTXMM2ONHPQMC3TCNCKRC6A,Gold Footed Bowl,"Metal Footed Bowl Gold
4.75 H x 6.5 W","Bowls, Footed",,Large,38.00,,,,,,,,,,Y
JZGZE5HBLW3APXWSFM36KIHI,Gold Footed Bowl,,"Bowls, Footed",,Small,20.00,,,,,,,,,,Y
ZE2JNNJYHMDBSH3R6NDBCM7B,Gold Leaf Champange Flute,Glassware Clear/Gold Leaf 10 H x 1.5 W,Glassware,,Regular,18.00,,,,,,29,,,,Y
O7J4PMS75XFUZ3BYHF7Q56KF,Gold Leaf Stemless Wine Glass,Glassware Clear/Gold Leaf 4.25 H x 3 W,Glassware,,Regular,10.00,,,,,,-17,,,,Y
XMFNGBEQTVZCM2ULIB7TZXQZ,Gold Leaf Wine Glass,Glassware Clear / Gold Leaf 9.5 H x 2.5 W,Glassware,,Regular,18.00,,,,,,105,,,,Y
PL5CKENB6USV3XCAIM4OXNUK,Gold Mirror Vase Large,Metal Vase Gold 10 H x 5.25 W,Vases,,Regular,30.00,,,,,,8,,,,Y
